escalation_rate,n_participants,n_escalated,avg_items_used,added_items_total,errors_captured,error_capture_rate,high_risk_fn_captured,high_risk_fn_capture_rate,overconfident_wrong_captured,overconfident_wrong_capture_rate,post_macro_f1_mean,post_high_risk_recall_mean,remaining_errors,remaining_high_risk_fn,remaining_overconfident_wrong,errors_corrected_per_100_added_items,high_risk_fn_corrected_per_100_added_items,strategy,random_repeats,errors_captured_sd,high_risk_fn_captured_sd,overconfident_wrong_captured_sd,post_macro_f1_mean_sd,remaining_overconfident_wrong_sd,error_capture_rate_ci_low,error_capture_rate_ci_high,overconfident_wrong_capture_rate_ci_low,overconfident_wrong_capture_rate_ci_high,high_risk_fn_capture_rate_ci_low,high_risk_fn_capture_rate_ci_high
0.2,3644.0,729.0,22.600987925356755,13122.0,453.585,0.19981718061674,7.885,0.1923170731707317,116.74,0.2016234887737478,0.7351393308813988,0.9544375993503352,1816.415,33.115,462.26,3.4566758116140828,0.0600899253162627,random,200.0,15.819695793535349,2.7279616932794344,9.913243666933646,0.0063826861660593,9.913243666933646,0.18637864358623593,0.21482670919036756,0.1678316847420739,0.22794117647058823,0.09090909090909091,0.3333333333333333
0.2,3644.0,729.0,22.60098792535675,13122.0,545.0,0.24008810572687225,22.0,0.5365853658536586,32.0,0.055267702936096716,0.7431417137997096,0.9692579825834544,1725.0,19.0,547.0,4.153330285017528,0.16765736930345984,confidence_only,,,,,,,0.22821030025217412,0.2584723436334619,0.03940076607655855,0.07789417438236955,0.3975581395348837,0.7043720190779014
0.2,3644.0,729.0,22.60098792535675,13122.0,643.0,0.28325991189427313,12.0,0.2926829268292683,369.0,0.6373056994818653,0.7343678602146666,0.9674882507429678,1627.0,29.0,210.0,4.900167657369304,0.09144947416552354,rt_only,,,,,,,0.2688321157737897,0.2935043269824972,0.6011537572922082,0.671396958137715,0.1298076923076923,0.43425155925155917
0.2,3644.0,729.0,22.60098792535675,13122.0,612.0,0.2696035242290749,10.0,0.24390243902439024,34.0,0.05872193436960276,0.7443890335222653,0.9574093752159791,1658.0,31.0,545.0,4.663923182441701,0.07620789513793629,rt_plus_conf_error,,,,,,,0.25618383118180604,0.2826426253280857,0.03919031136615506,0.08038434758182122,0.11903409090909091,0.4115604778496763
0.2,3644.0,729.0,22.60098792535675,13122.0,525.0,0.23127753303964757,2.0,0.04878048780487805,476.0,0.8221070811744386,0.7343198191620764,0.9530016759969591,1745.0,39.0,103.0,4.0009144947416555,0.015241579027587259,rt_plus_conf_ocw,,,,,,,0.21823429283452128,0.2463354101054361,0.790772732112436,0.8519810950664101,0.0,0.14804443053817268
