partial_state,n,mean_rt_residual,fast_response_ratio,long_pause_ratio,std_rt_residual
0,1564,-0.005810269937139532,0.16913342580155072,0.13974669411218746,0.7266477246836311
1,12537,0.0009482653668729145,0.1595133037542453,0.1393001771803676,0.7527588160273833
2,2903,0.004664779636619765,0.15811229762314846,0.13985532208060628,0.6251564616886053
