stratum_source,process_quality_stratum,n_participants,n_scale_decisions,shortform_error_rate,high_risk_fn_rate,overconfident_error_rate,ece_l,mean_confidence,mean_reliability,errors_corrected_per_100_escalated_participants,high_risk_fn_corrected_per_100_escalated_participants
true_rt,slow_interrupted,1506,6024,0.17197875166002657,0.00398406374501992,0.043824701195219126,0.08927059118473091,0.8955731525860895,0.8454403349746927,68.79150066401063,1.593625498007968
true_rt,fast_inconsistent,318,1272,0.20676100628930819,0.0007861635220125787,0.10141509433962265,0.15363515833547503,0.9164880689773885,0.7649206924917197,82.70440251572327,0.31446540880503143
true_rt,stable_typical,513,2052,0.13937621832358674,0.0029239766081871343,0.010721247563352826,0.04787352701646851,0.8847636311669923,0.9500528291140947,55.7504873294347,1.1695906432748537
true_rt,mixed_unstable,1307,5228,0.13102524866105586,0.0019127773527161439,0.03136954858454476,0.07077054808981818,0.9154484762960203,0.87404715465776,52.41009946442234,0.7651109410864575
shuffled_rt_placebo,slow_interrupted,1449,5796,0.15251897860593513,0.002242926155969634,0.040372670807453416,0.08050614554683969,0.9020286443874087,0.8622937133496235,61.00759144237405,0.8971704623878537
shuffled_rt_placebo,mixed_unstable,1847,7388,0.15877097996751488,0.003654574986464537,0.03979426096372496,0.08288112692487631,0.904927892062699,0.8634952532540571,63.50839198700596,1.4618299945858149
shuffled_rt_placebo,fast_inconsistent,276,1104,0.1539855072463768,0.0009057971014492754,0.036231884057971016,0.09471544987364319,0.8983612711349759,0.8688010195485997,61.594202898550726,0.36231884057971014
shuffled_rt_placebo,stable_typical,72,288,0.14930555555555555,0.0,0.03819444444444445,0.062186192985883695,0.891142247869618,0.862586838308548,59.72222222222222,0.0
