posthoc_response_process_cluster,n,mean_rt_residual,std_rt_residual,fast_response_ratio,long_pause_ratio,response_variability
0,4780,-0.030307666287233175,0.7277473532626585,0.07045120434241774,0.07952617889856384,1.1481300932805492
1,2191,-1.056103263123565,0.7757269965008396,0.6395574031356779,0.018429200537826738,1.7352548292585797
2,4837,0.3730345920278194,0.7709429171034319,0.02036665567779895,0.183037285786924,1.1790635343068276
3,2818,-0.4788943139080204,0.8155330588632215,0.3032819902940556,0.048462586077916106,1.2945638042179892
4,2378,0.8427034269600271,0.8861659778485926,0.011820062282635874,0.3892551087673039,1.201051027859086
